name,mean_ic,ic_tstat,mean_autocorr,avg_decile_spread,avg_decile_0,avg_decile_1,avg_decile_2,avg_decile_3,avg_decile_4,avg_decile_5,avg_decile_6,avg_decile_7,avg_decile_8,avg_decile_9,ic_ir,ls_return_mean,ls_return_std,ls_sharpe,ls_max_drawdown,ff_alpha,ff_beta_mktrf,ff_beta_smb,ff_beta_hml,ff_beta_umd,ff_t_alpha,ff_p_alpha,ff_t_mktrf,ff_p_mktrf,ff_t_smb,ff_p_smb,ff_t_hml,ff_p_hml,ff_t_umd,ff_p_umd,ic_hit_rate,recent_ic_mean_60d,ls_sharpe_last_yr,ls_max_drawdown_last_yr
accruals,-0.0022487399784485206,-2.8594471369382752,0.998287504779814,0.009821746581962148,0.0010645880455860369,0.0007069381656336049,0.0006704534171939989,0.0006202735932544547,0.0005708651876604776,0.0006115789670494508,0.0005816377389291922,0.0005528897132932993,0.0005855524525453174,0.0006893947947491022,-0.04262138572861457,-0.00037345796055416263,0.006716891267070988,-0.8826198157540383,-0.8405335358852953,-0.0003771903597453512,0.03759686815220954,-0.003280731214688072,0.022856722233931225,0.02012037511702062,-3.917229096982173,9.090570542524823e-05,4.746572819131777,2.1333765682918227e-06,-0.216332953872518,0.8287380666001414,1.8189311766271659,0.06898861636194842,2.0350680854608796,0.04190273361850805,0.48433681404132417,0.003948748391146762,-0.6368105726189196,-0.1990165006259178
net_issuance,-0.0030385582354390517,-2.715137919704201,0.9983713923913861,0.01030755923702329,0.0006982392311043671,0.0006373647935493288,0.0006109114796928894,0.0006073618135231965,0.0006169488700639089,0.0006731220562684324,0.000598234448953164,0.0006294140365440617,0.0006776143384237274,0.0009073033072680553,-0.04047038991810496,0.00020853332003405568,0.007496654865697074,0.4415787959549763,-0.44729626205832695,0.00023031581424964637,0.01776102844369388,0.015908769788005567,-0.016258928089870308,-0.012726920487210658,2.0915212488153756,0.03653750409380341,1.9607251663496252,0.04997292165813727,0.9172944410860706,0.3590377139958143,-1.1313952767109288,0.2579492766536293,-1.1256058354075829,0.26039265271206236,0.48655854254610087,-0.00781385754921183,0.02661418607208832,-0.14725067901679922
net_buyback_yield,0.0027528346514012554,2.324129438952644,0.9971934972275112,0.010719529428422546,0.0008604525501661782,0.0006693223878480368,0.0006421481271927501,0.00064559391447278,0.0007142602051468993,0.0006505901158408051,0.0005967132383500457,0.0005756369354285798,0.0006046493332065514,0.0006954259416515383,0.03464222717084191,-0.00016135150770031642,0.007308021957172416,-0.35048824336499373,-0.6386496116976258,-0.00015948722579524235,-0.02039815573023452,0.007309070612397696,0.0628923840444241,0.0006509876667521923,-1.4664451810471224,0.14259718491037465,-2.2800319004690515,0.022652551175835978,0.42671285732630404,0.6696089746001115,4.431205750211197,9.5943919642405e-06,0.058295787409514445,0.9535156211662672,0.5134414574538991,0.005854721632281179,-0.784893592117549,-0.1963785043710755
investment_to_assets,0.0004158448586040973,0.42984468795087266,0.9954428747543469,0.010892604380129968,0.000781667977757271,0.0007638761888797846,0.0006783003456772727,0.0006215192208508679,0.0006438498069113414,0.0006163996224279269,0.00064786120071554,0.0006015957595273401,0.0006309873566059312,0.000660057443759042,0.006407034426999998,-0.00012217966633283007,0.006304792391753552,-0.3076298082154092,-0.5897031545809637,-0.00013080416837984578,0.02338166122459264,0.008844179340238931,0.003462505815031364,0.010303115405882555,-1.3886027413150575,0.16502256947270455,3.0174625540901165,0.002563327284018424,0.5961391130000223,0.5511123945364869,0.28166369659056956,0.7782143942101987,1.0652449443619285,0.2868224685152436,0.5043323705843146,0.004481044351334136,-0.6429029482613604,-0.07496020378765611
piotroski_fscore,0.010722340126393913,11.409346083944637,0.9935558561185887,0.011443654608555278,0.0006007098613633089,0.0005674952611277123,0.0006121580659435092,0.0006385071103453347,0.0006832925202975817,0.0006690634865595878,0.0007062875936937695,0.0007428838298221968,0.0006486204410966578,0.0007943545860258466,0.16029802119409078,0.000164029072478823,0.007097543653736416,0.3668706989932421,-0.4023628449488488,0.00017206108666445864,-0.030964538604362244,-0.012214236887846841,-1.78609673079218e-05,0.021450859045935734,1.7469042125522813,0.08071476895578655,-3.704651906692218,0.0002139451888412136,-0.7642795730924485,0.4447363782693228,-0.0013205599274508494,0.9989463981090398,2.0442124866379827,0.04098433881214558,0.5704697986577181,0.02739960556248459,-0.10864162613287091,-0.20126176888511682
obv,0.0025268637663899292,3.028282799074188,0.9978365685271361,0.010559053982041301,0.0007463935538340458,0.0007284888378107003,0.0007719456236281578,0.0007758522086561571,0.0007271452837567014,0.0008154562603591636,0.000633460152848441,0.00065335954342261,0.0005572126167709561,0.0006047537120843709,0.03753524837215397,-0.00014484287959075086,0.006773960238975322,-0.3394335588544004,-0.7342398548086453,-0.00015306057978006405,-0.005211700533568344,-0.0018964079473899414,-0.012004768003882027,0.05658201208081135,-1.826920679761505,0.06775759420132066,-0.7358320283880522,0.46185951520024826,-0.14334547189378255,0.8860217947813751,-1.0533378438274015,0.2922253881834387,6.582988054853543,4.971489886429481e-11,0.520356429559072,0.020220724927781396,-0.0977807756627582,-0.10635921344820831
atr_14d,0.0042242756130906915,3.4915276626263236,0.9996669743911643,0.011530396416550247,0.000979556974539377,0.0009184693596275639,0.0006696223813496168,0.0007161109492551282,0.0006818054932143788,0.0006695135295003132,0.0006238254497117439,0.0005764045134500344,0.0005505073205172367,0.0006136509360512413,0.04332040210026707,-0.0003677615737177455,0.00887050361983338,-0.6581400837134288,-0.9406115825245605,-0.00035017913461635885,-0.043435589215028346,-0.010884051818057705,-0.007365010312701404,0.028785640450805845,-3.22269010369113,0.0012762151830769675,-4.723581819376326,2.366111318874431e-06,-0.6330898443608189,0.5266973216885997,-0.49842615045832206,0.6182006306934387,2.5815295938899974,0.009858125439518695,0.5172413793103449,0.027733622581371003,-1.7561717029642603,-0.33059371178590646
hurst_252d,-0.0003431449473224458,-0.340577470097849,0.9803210949783168,0.009571637716600143,0.0005833640454020193,0.0006190588031897858,0.0006173884839443211,0.0006059182563242101,0.0007341465166539229,0.0007252231180978939,0.0005844443817462985,0.0007197062257573994,0.0007878587719977347,0.0008346481352484794,-0.004305247623660093,0.0002479021510622817,0.007619773812515863,0.516462134436145,-0.36427834539186277,0.00024251844126735775,0.04198920668971687,0.006130812468248341,-0.005081307573095522,-0.02752909630910966,2.5227215150348656,0.011669713568765117,5.053472631051465,4.461988034609732e-07,0.38992823389857667,0.6966029238262275,-0.38442427415074,0.7006771118157662,-2.738794728707907,0.006183992175793129,0.4971236816874401,0.01471036242301611,1.0593836746774596,-0.07358816718797845
vwap_dev_21d,-0.00520529273581245,-3.3533129031237663,0.8974229482622168,0.013022303302482963,0.001279492053732617,0.000834164748731788,0.0007034086169607357,0.0006747373652554042,0.0006323179530876743,0.0006809974893584078,0.0005930912123016258,0.000511155773343374,0.0004960761386825447,0.0006071724483724184,-0.04162475896320842,-0.0006731854809813105,0.013026206603272101,-0.8203837493788344,-0.9951103173682495,-0.0006844657537994491,0.008971646834916093,-0.018974747782069853,0.035264876486796125,0.09854261906333334,-4.248819672240677,2.1791461397135947e-05,0.6576675932638748,0.5107751396907005,-0.7432327477818539,0.4573677577182955,1.6101371941735274,0.1074166767712601,5.95952975807894,2.662677633935573e-09,0.5040061633281973,0.028207493068841273,-0.22841522836760955,-0.21974002043278018
benford_chi2_d1,-0.0012616724404596834,-2.29595562196153,0.9925505566984474,0.008228816641559424,0.0006041378794576618,0.0006841865830921797,0.0006179283361942264,0.0007298806042534256,0.0006767630505708021,0.0006919145089126074,0.0006283979202041864,0.0006841843166296435,0.0006199042307626016,0.0006857560681986723,-0.032257514167949315,8.086027403509382e-05,0.004028147874137131,0.31866185064601504,-0.13681215230868304,8.25563405482398e-05,0.006378672044665391,-0.010059586748529165,0.008509854661425483,-0.0037648070712962525,1.4568489948020018,0.1452202652229786,1.3264495666443772,0.18475083535975356,-1.0940665192537562,0.27397800713206943,1.0935860353538276,0.27418875811752885,-0.6235937405979687,0.5329225975995284,0.49388077378602446,0.0025498275424075986,0.005983616098019407,-0.0440975451476151
sue,0.00738837910403248,9.832297339741539,0.9883238428205962,0.009861788172415627,0.0007219647695601077,0.0006901422856426494,0.0006209344922051382,0.0007046233629897136,0.0007192506334270461,0.0007539159759944908,0.0007164298396405067,0.0006959966878998159,0.0006906175321960751,0.0006877665021613458,0.12203915700719604,-3.686607674520192e-05,0.0062138137044056956,-0.09418222900368199,-0.6113897433429523,-2.9923793745316973e-05,-0.009748582467793405,-0.036684422219070895,0.0030361215915589014,0.044032502183498655,-0.39551293785667874,0.6924774092897179,-1.5217312676408659,0.12812527575949217,-3.0593491414056557,0.0022272591021679222,0.29514894812362297,0.7678895650502842,5.6706902370683485,1.4836137873786015e-08,0.5555384378370051,0.01648465990712244,0.42985504523236534,-0.10098582980812165
benford_chi2_d2,0.00021473290234806072,0.37798367415452727,0.9897574701710559,0.00816349579169149,0.0005810392022720123,0.0006627350208237302,0.0006730485362593478,0.0006989989214500654,0.0006473497185026098,0.0006505910667760355,0.0006379526093485667,0.0007202282575122488,0.0006751116176055676,0.0006775357327716358,0.005310561583884787,9.648320825426342e-05,0.0038813495732135275,0.39461105461276935,-0.2499896898972569,9.325344079213537e-05,0.005136203030677739,0.008310928622927417,0.01654700751243071,-0.0007661384040312079,1.7072579871866,0.08783560538310997,1.1080843841878705,0.26787816686963795,0.9377419045788264,0.34842192559313423,2.2060759514216883,0.02742356374986743,-0.13165472120047716,0.8952626476153416,0.5047374654559811,0.0076137334546283715,0.876432149004356,-0.02762395534349571
dividend_growth,0.0023385416265974436,1.8778771352896657,0.9978909194604507,0.01200106383083871,0.0007188366087189489,0.0005828844011072811,0.0006421855876651339,0.0006805514151883061,0.0006758401470156563,0.0006713163504965747,0.0005618960254482503,0.0006202145534408495,0.0005422456219756002,0.0006362904656361548,0.02422109706526601,-8.755297086301087e-05,0.006523815919582597,-0.21304407448384757,-0.6423360616103655,-8.113319713915572e-05,-0.011473993023784436,0.017568830729806112,-0.002441638062012982,0.016361131221010593,-0.962457712820706,0.3358585663704081,-1.5773434468964633,0.11476929986232931,1.2729147476493927,0.20309767218287877,-0.2028773846044118,0.8392377583136621,1.7803076745893816,0.07507627093218194,0.5079021793378805,0.0027266628464531705,-0.09680348886159033,-0.06795338642574256
skewness_60d,-0.0023141140297177677,-2.863817177802361,0.9752474319973384,0.009783280969194855,0.000632148167821465,0.0007141023789587254,0.0006568635337162771,0.000651965671108981,0.0007441264502702705,0.000710724305660179,0.0006686017103659725,0.0006626955447029693,0.0007639484342078143,0.0008428185305044193,-0.03557605491498712,0.0002102022149397342,0.006642742936465273,0.5023311524333198,-0.385853071873441,0.0002107671091190246,0.00628605224311824,-0.007070518485897995,-0.01671613758759383,0.0033950124203074813,2.5498250195084817,0.010800585032609611,0.8979991992551165,0.3692194328249814,-0.5385743003953217,0.5901991756665401,-1.48769332423542,0.13688058195612474,0.40013269579487587,0.6890720098855585,0.4847222222222222,-0.003908823031208433,0.5270882031734705,-0.11707398858980289
